"B0002GUJIK","The sticks are crunchy and light, and there's a good Wasabi flavor - not like a bag of Wasabi peas that will make you cry. Cant really taste the shrimp.","Calbee - Shrimp Chips 4 Oz.","http://ecx.images-amazon.com/images/I/414QVP8H4KL._SY300_.jpg"
"B0002LD9K0","Delicious shrimp chips from Japanese popular snack company","Calbee Shrimp Flavored Chips","http://ecx.images-amazon.com/images/I/511ltcy8AyL._SY300_.jpg"
"B0002LRERE","INGREDIENTS: Organic Bananas, Organic Coconut Oil, Organic Sugar. (Processed in a facility which uses peanuts and other nuts.)","Organic Banana Chips--12/5.5 oz. bags","http://ecx.images-amazon.com/images/I/51AEKzhee3L._SY300_.jpg"
"B0005XME1K","40% Reduced Fat n nThese delicious chips are hand cooked in kettles, then flash-baked to naturally reduce the fat content. The result is a potato chip with the same potato intensity as our Classics without altering or sacrificing the purity of the process or ingredients.","Cape Cod Potato Chips Reduced Fat 8.5oz. (4 Bags)","http://ecx.images-amazon.com/images/I/519MM9WMA8L._SY300_.jpg"
"B0005XO2NS","Made from only the finest natural ingredients, Herr's sour cream and onion chips contain essential nutrients, such as vitamin C and potassium. Cooked in corn and/or cottonseed oils, the chips are packed in special foil-like bags to help retain the vitamin C, as well as the freshness and crispness.","Herr's Heinz Ketchup Chips 3.75oz (Pack of 15)","http://ecx.images-amazon.com/images/I/51AhkxNI5YL._SY300_.jpg"
"B0005YMFEK","The authentic taste of bagels from New York City bakeries Known for our world famous CRUNCH Crumble them on a salad, add a little crunch to a soup or eat em out of the bag. Low Sodium View Nutrition Facts","New York Style Sesame Bagel Chips, 7.2 Ounce -- 12 per case.","http://ecx.images-amazon.com/images/I/51B47XXFWQL._SX342_.jpg"
"B0005YMW5M","The original chip doesn't need to scream, shout or be covered in seasoning but has a flavor all its own. Traditionalists, stand up and take notice!","Guiltless Gourmet Yellow Corn Tortilla Chips -- 7 oz","http://ecx.images-amazon.com/images/I/41BStzXeQlL._SY300_.jpg"
"B0005ZGXVK","Enjoy Garden Of Eatin' Blue Corn Tortilla Chips . The True-Blue Color And Hearty Texture Of Our Garden Of Eatin? Blue Corn Chips Make Them As Pleasing To Your Palette As They Are To Your Eyes. Made From Organic Blue Corn And Wholesome Garden Ingredients, These Chips Pack Enough Flavor And Crunch To Liven Up Any Party ? Bringing Out The Snack Connoisseur In All Of Us. (Note: Description is informational only. Please refer to ingredients label on product prior to use and address any health questions to your Health Professional prior to use.","Garden of Eatin' Corn Tortilla Chips Blue Chips","http://ecx.images-amazon.com/images/I/51z30h7-4NL._SY300_.jpg"
"B0005ZVMT8","12- 3.5oz bagsnall natural","Utz Potato Chips","http://ecx.images-amazon.com/images/I/51YJh2MuGqL._SY300_.jpg"
"B0005ZYFLU","White corn tortilla, no preservatives, 0 trans fat.","UTZ Tortillas Chips, White Corn, 17 Ounce","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-sm._CB192198896_.gif"
"B00060MRJQ","Seneca Apple Chips Crispy Original","Seneca Apple Chips Crispy Original","http://ecx.images-amazon.com/images/I/516DZegDfDL._SY300_.jpg"
"B0005ZWH3I","Upc: 024335-014105 salted blue corn tortilla chips;made with organic ing 12/16 oz by little bear natural or organic ingredients ingredients: stoneground organically grown blue corn, 100% expeller pressed corn oil, sea salt. nutrition facts serving size 1 oz servings per container 16 amount per serving calories 140 calories from fat 60 % daily value* total fat 7 g 11% saturated fat 1 g 5% trans fat n/a* g cholesterol 0 mg 0% sodium 120 mg 5% total carbohydrate 18 g 6% dietary fiber 2 g 6% sugars 0 g","Little Bear, Salted Blue Corn Tortilla Chips, Made With Organic Ing, 12/16 Oz&nbsp;","http://ecx.images-amazon.com/images/I/41BAogM3afL.jpg"
"B00060NTRU","Goya Plantain Chips are a healthy way to snack. You can use them as a garnish, or as a side dish. Goya Yucca Chips are a perfect snack for your parties. Lightly Salted very crunchy, tastes like chips.","Goya Plaintain Chips -- 5 oz","http://ecx.images-amazon.com/images/I/513jAOY9xVL._SY300_.jpg"
"B00061EPQI","FAST SHIPPING ALWAYS","Mt Olive Bread &amp; Butter Chips 16oz 3pack (no sugar added)","http://ecx.images-amazon.com/images/I/41mq08GkK0L._SY300_.jpg"
"B00061ETA0","Guacamole Flavored Tortilla Chips","El Sabroso Guacachip, Guacamole Flavored Tortilla Chips, 12-Ounce Package","http://ecx.images-amazon.com/images/I/51p7XRwxVXL._SY300_.jpg"
"B00061F1K2","Just the Cheese Simply bake real Wisconsin cheese into bite-size, crunchy nuggets then add a touch of seasoning. The result? A delicious snack which is packed full of healthful goodness. More calcium and protein than a cup of milk, yet only 75 calories per serving, 1 gram of carbohydrates per serving, no trans-fat and gluten-free. Now you can have the delicious, long-lasting energy of cheese anytime!","Just The Cheese Snack Chips Pizza -- 2 oz","http://ecx.images-amazon.com/images/I/51%2Bnk8H7p%2BL._SY300_.jpg"
"B0006VWV2I","1 pound tin of Original Charles Chips potato chips. Great christmas gift for the Charles Chips lover in your life.","Charles Chips Original Potato Chips 1 Pound Tin","http://ecx.images-amazon.com/images/I/51tf9MIPZgL._SY300_.jpg"
"B0006ZN51U","Honeyville's Dehydrated Banana Chips are a mild, crispy, lightly sweet snack made with banana slices that have been flavored with a hint of honey. They're lightly fried but not oily and are a quick burst of energy to have on hand for your fast paced lifestyle. They're perfect to add to your snack and trail mixes. Tuck them in your lunch box or in nutty whole grain granola. They make a delightful garnish a-top a pile of sweet whipped cream on banana desserts. They are best straight from the can and not necessarily for hydrating or baking. Dehydrated Banana Chips are produced in a process where moisture is removed from the product in a special drying process. This remarkable process concentrates the fresh taste, natural color, and texture of bananas in its dehydrated state. Honeyville's Dehydrated Banana Chips contain banana, coconut oil, sugar, and natural flavoring for a chip that is unbelievable. The taste is great, and the nutritional food value is preserved. Honeyville Dehydrated Banana chips are an ideal product for long term food storage and emergency preparedness.","Dehydrated Banana Chips - 2 Pound Can","http://ecx.images-amazon.com/images/I/51um%2BxwVoBL._SY300_.jpg"
"B000789GO6","Sandwich Crackers Single Serving Snack Packs 8 crackers per pack. Twelve packs per box. NOTE: This product cannot be returned. Club & Cheddar Cheese. No returns.","Club and Cheddar Cheese Sandwich Crackers Single Serving (KEB21163) Category: Chips and Snack Foods","http://ecx.images-amazon.com/images/I/41QeE-AB3NL._SY300_.jpg"
"B0007SNZ66","Although chocolate chip cookies were first invented in 1937, Hershey's did not join the chocolate chip market until 1970. Now a leader in flavor variety these delicious dark chocolate chips are a must for your pantry shelves. Keep a supply on hand for baking, snacking!","Hershey Special Dark Chips 12oz - 6 Unit Pack","http://ecx.images-amazon.com/images/I/31CA69ES4FL.jpg"
"B0007SNZ5M","HERSHEY PREMIER WHITE CHIPS x 6","Hershey Premier White Chips 12oz - 6 Unit Pack","http://ecx.images-amazon.com/images/I/31VEN3X50SL.jpg"
"B0007WK1LY","Made with real spinach, potato, and tomatoes.","Veggie Chips, Bulk, 16 oz","http://ecx.images-amazon.com/images/I/41K2Wty982L.jpg"
"B000AP1NVU","Andes has recently expanded into the baker's kitchen, with Andes Crme de Menthe Baking Chips and Peppermint Crunch Baking Chips offering the same great taste and three-layered designs as their full-sized snacking namesakes.","Andes Baking Chips 10 oz - 6 Unit Pack","http://ecx.images-amazon.com/images/I/3106SCZAXML.jpg"
"B000B8KKWE","Rice Chips, Sea Salt, Original, 6 oz.","Rice Chips, Sea Salt, Original, 6 oz.","http://ecx.images-amazon.com/images/I/31VY1YS551L.jpg"
"B000B8PYH0","Rice Chips, Santa Fe Barbecue, 6 oz.","Rice Chips, Santa Fe Barbecue, 6 oz.","http://ecx.images-amazon.com/images/I/31QTJ91B1KL.jpg"
"B000B8SQ48","You're holding in your hand the concept that has become such a popular snack. The Original Blue Corn Tortilla Chips. Yes, they're actually blue in color because many years ago our founder Al Jacobson bought an entire crop of blue corn (an ancient tradition of the Hopi and Zuni tribes -- people who really know their corn) and thought it would make a great tortilla chip. Was he right! (Al got a lot of things right.) We're proud of the taste and crunchiness of our Blues. But most of all, at Garden of Eatin' we're proud of our tradition of creating the finest in al natural snack foods.We use only the highest quialty organic ingredients. And each batch of chips is made to order. That's what makes Garden of Eatin' snacks so tasty. Garden of Eatin's commitment to selling products made with organic ingredients means understanding that all the decisions we make have consequences -- all the way down to the individual farmers we buy from. We are mindful of the soil, the water, biodiversity and even worker health.Organically Grown. Great Tasting.When Al Jacobson founded Garden of Eatin' over 25 years ago, he knew that buying organic crops from farmers who grew them without pesticides and synthetic fertilizers would be better for your health and for the environment as well. Even our oils are different. They aren't extracted chemically. We crush seeds mechanically in a press. It makes a difference you can taste. And the water. It's not just tap water from a big spigot in the manufacturing","Garden of Eatin' Blue Corn Chips, Part Organic, 9 oz.","http://ecx.images-amazon.com/images/I/31CQY7CH6QL.jpg"
"B000BTIGOW","These assorted ALL NATURAL veggie chips are a yummy change from potato chips. You'll find carrot chips, sweet potato chips, squash chips, green beans and more. A good source of vitamin A and C.","Veggie Chips 5 Oz.","http://ecx.images-amazon.com/images/I/31qvCNBlEbL._SY300_.jpg"
"B000BTOGNM","A unique candy with black walnut flavor. Sleek white outside, real walnut filling inside. Enjoy this all American tradittional hard candy. Sold per pound.","Black Walnut Chips Filled Hard Candy","http://ecx.images-amazon.com/images/I/11SY47AC3BL.jpg"
"B000CMIXPA","1968: Two surfers in Santa Cruz, Calif., decide they're hungry... but they don't want to miss the next big wave. So they create a tasty, portable, hearty snack of mixed raisins and peanuts, inadvertantly conceiving the first trail mix. Soon thereafter, friends and family in Santa Cruz fell in love with the surfers' delicious, nutritious snacks and Harmony Foods was born. Through the years, Harmony developed hundreds of snack creations and marketed them to supermarket bulk food displays all over the country. Harmony was the first company to give its customers a taste of yogurt raisins, and they were one of the first to produce gummy bears.In 1978, Indiana-based Golden Stream Sprout Company, which grew alfalfa and bean sprouts and sold them in bulk to supermarkets, fell in love with Harmony snacks and later started to distribute them in the Midwest. Through the years, Golden Stream continued to grow and evolve, making its own nutritious snacks. Then in 2004, the two companies came full circle when Golden Stream purchased Harmony Foods. The combined company calls itself Harmony Foods, and the full line now includes trail mixes, dried fruits, nuts and seeds, sweet snacks, and organic snacks.Harmony Foods' Mission: To nourish healthy lifestyles by providing delicious, better-for-you snacks made with the highest quality, wholesome ingredients.","Emerald Harmony Banana Chips, 5.5-Ounce Bags (Pack of 12)","http://ecx.images-amazon.com/images/I/51APt3cwsSL._SY300_.jpg"
"B000COL4SG","Fast-growing, Long Island-based Robert's American Gourmet offers an array of natural and preservative-free products they call far out snacks for a far out planet. Included in their mix of baked, fried, and air-popped snacks is a jewel known as Pirate's Booty, a rice-and-corn treat whose fans are known as Booty Heads. In their own words: Ever since 1986, we've been dedicated to making the finest, best tasting, natural snacks you can buy. We are continually making new and different products to meet your expectations. Every time you buy one of our products you become a part of our company family, and we love our family.","Pirate's Booty Veggie Chips, 4-Ounce Bags (Pack of 12)","http://ecx.images-amazon.com/images/I/51HAPJ08SPL._SY300_.jpg"
"B000CORS9K","Fast-growing, Long Island-based Robert's American Gourmet offers an array of natural and preservative-free products they call far out snacks for a far out planet. Included in their mix of baked, fried, and air-popped snacks is a jewel known as Pirate's Booty, a rice-and-corn treat whose fans are known as Booty Heads. In their own words: Ever since 1986, we've been dedicated to making the finest, best tasting, natural snacks you can buy. We are continually making new and different products to meet your expectations. Every time you buy one of our products you become a part of our company family, and we love our family.","Pirate's Booty Veggie Chips, 1.5-Ounce Bags (Pack of 24)","http://ecx.images-amazon.com/images/I/51XN811HR4L._SY300_.jpg"
"B000CQE3W8","The Stash Tea Company is headquartered in Tigard, Oregon, a suburb of Portland. Founded in 1972, Stash Tea originally operated out of an old Portland Victorian style house, supplying loose herbal teas and bulk herbs to natural food stores. Starting in 1975, the company broadened its focus to include bagged teas and then began to sell a full line of traditional, specialty blend and herbal teas directly to fine restaurants and through a mail-order catalog to consumers. Today, Stash Tea is enjoying steady growth and has become one of the largest specialty tea companies in the United States, with products available through foodservice, grocery stores, tea and coffee shops, club stores, mass merchandisers, natural foods stores, mail order, and the Internet. Stash Tea is also available in Canada and in several foreign countries.The company derives its name from an entertaining aspect of tea folklore. In earlier centuries, tea was a valuable commodity traditionally transported by clipper ship. The ship's captain often was presented with some of the finest teas for his personal use. This supply was his stash, stowed carefully as his private reserve. Today, the term still is used to denote anything put away carefully because of its preciousness.","Yamamotoyama Teriyaki Seaweed Snack Chips, 0.71 Ounce Pouches (Pack of 12)","http://ecx.images-amazon.com/images/I/41ZJQMK66ML._SY300_.jpg"
"B000CQY13E","Wild Oats Natural is one of the house brands of Wild Oats Markets, Inc., a nationwide chain of natural and organic food markets. Based in Boulder, Colo., they operate more than 100 stores across the United States and British Columbia. Wild Oats Natural products have no artificial colors, flavors, or preservatives; no hydrogenated oils; and no high-fructose corn syrup.Wild Oats StandardsThe Wild Oats commitment to quality is unparalleled in the grocery business. Using rigorous criteria based on scientific research, we ensure our stores feature a wide selection of products that are made naturally--without artificial flavors, colorings, preservatives, or other synthetic additives. We feature products that contribute to your health and well-being and we partner with vendors that meet our environmental and social standards.The Wild Oats Standards Committee was created with the vision of enhancing the lives of our customers, our employees, and the environment by maintaining the highest natural and organic standards in the industry. Our decisions are grounded on the most current, reliable scientific research relevant to the concerns of our customers.","Wild Oats Natural Kettle Cooked Potato Chips, Cheddar, 5-Ounce Bags (Pack of 15)","http://ecx.images-amazon.com/images/I/51FZE152WML._SY300_.jpg"
"B000CQY1A2","Wild Oats Natural is one of the house brands of Wild Oats Markets, Inc., a nationwide chain of natural and organic food markets. Based in Boulder, Colo., they operate more than 100 stores across the United States and British Columbia. Wild Oats Natural products have no artificial colors, flavors, or preservatives; no hydrogenated oils; and no high-fructose corn syrup.Wild Oats StandardsThe Wild Oats commitment to quality is unparalleled in the grocery business. Using rigorous criteria based on scientific research, we ensure our stores feature a wide selection of products that are made naturally--without artificial flavors, colorings, preservatives, or other synthetic additives. We feature products that contribute to your health and well-being and we partner with vendors that meet our environmental and social standards.The Wild Oats Standards Committee was created with the vision of enhancing the lives of our customers, our employees, and the environment by maintaining the highest natural and organic standards in the industry. Our decisions are grounded on the most current, reliable scientific research relevant to the concerns of our customers.","Wild Oats Natural Blue Corn Tortilla Chips, Salted, 10-Ounce Bags (Pack of 12)","http://ecx.images-amazon.com/images/I/51VQMBMK8VL._SY300_.jpg"
"B000CQZYBC","Wild Oats Natural is one of the house brands of Wild Oats Markets, Inc., a nationwide chain of natural and organic food markets. Based in Boulder, Colo., they operate more than 100 stores across the United States and British Columbia. Wild Oats Natural products have no artificial colors, flavors, or preservatives; no hydrogenated oils; and no high-fructose corn syrup.Wild Oats StandardsThe Wild Oats commitment to quality is unparalleled in the grocery business. Using rigorous criteria based on scientific research, we ensure our stores feature a wide selection of products that are made naturally--without artificial flavors, colorings, preservatives, or other synthetic additives. We feature products that contribute to your health and well-being and we partner with vendors that meet our environmental and social standards.The Wild Oats Standards Committee was created with the vision of enhancing the lives of our customers, our employees, and the environment by maintaining the highest natural and organic standards in the industry. Our decisions are grounded on the most current, reliable scientific research relevant to the concerns of our customers.","Wild Oats Natural Ripple Potato Chips, 12-Ounce Bags (Pack of 12)","http://ecx.images-amazon.com/images/I/51CEXNFJ8DL._SY300_.jpg"
"B000CQY1AM","Wild Oats Natural is one of the house brands of Wild Oats Markets, Inc., a nationwide chain of natural and organic food markets. Based in Boulder, Colo., they operate more than 100 stores across the United States and British Columbia. Wild Oats Natural products have no artificial colors, flavors, or preservatives; no hydrogenated oils; and no high-fructose corn syrup.Wild Oats StandardsThe Wild Oats commitment to quality is unparalleled in the grocery business. Using rigorous criteria based on scientific research, we ensure our stores feature a wide selection of products that are made naturally--without artificial flavors, colorings, preservatives, or other synthetic additives. We feature products that contribute to your health and well-being and we partner with vendors that meet our environmental and social standards.The Wild Oats Standards Committee was created with the vision of enhancing the lives of our customers, our employees, and the environment by maintaining the highest natural and organic standards in the industry. Our decisions are grounded on the most current, reliable scientific research relevant to the concerns of our customers.","Wild Oats Natural Blue Corn Tortilla Chips, Sesame, 10-Ounce Bags (Pack of 12)","http://ecx.images-amazon.com/images/I/51ZMGVN8SRL._SY300_.jpg"
"B000CQZYAS","Wild Oats Natural is one of the house brands of Wild Oats Markets, Inc., a nationwide chain of natural and organic food markets. Based in Boulder, Colo., they operate more than 100 stores across the United States and British Columbia. Wild Oats Natural products have no artificial colors, flavors, or preservatives; no hydrogenated oils; and no high-fructose corn syrup.Wild Oats StandardsThe Wild Oats commitment to quality is unparalleled in the grocery business. Using rigorous criteria based on scientific research, we ensure our stores feature a wide selection of products that are made naturally--without artificial flavors, colorings, preservatives, or other synthetic additives. We feature products that contribute to your health and well-being and we partner with vendors that meet our environmental and social standards.The Wild Oats Standards Committee was created with the vision of enhancing the lives of our customers, our employees, and the environment by maintaining the highest natural and organic standards in the industry. Our decisions are grounded on the most current, reliable scientific research relevant to the concerns of our customers.","Wild Oats Natural Kettle Cooked Potato Chips, Salted Classic, 5-Ounce Bags (Pack of 15)","http://ecx.images-amazon.com/images/I/515ZEZV1PAL._SY300_.jpg"
"B000CR1WIA","Wild Oats Natural is one of the house brands of Wild Oats Markets, Inc., a nationwide chain of natural and organic food markets. Based in Boulder, Colo., they operate more than 100 stores across the United States and British Columbia. Wild Oats Natural products have no artificial colors, flavors, or preservatives; no hydrogenated oils; and no high-fructose corn syrup.Wild Oats StandardsThe Wild Oats commitment to quality is unparalleled in the grocery business. Using rigorous criteria based on scientific research, we ensure our stores feature a wide selection of products that are made naturally--without artificial flavors, colorings, preservatives, or other synthetic additives. We feature products that contribute to your health and well-being and we partner with vendors that meet our environmental and social standards.The Wild Oats Standards Committee was created with the vision of enhancing the lives of our customers, our employees, and the environment by maintaining the highest natural and organic standards in the industry. Our decisions are grounded on the most current, reliable scientific research relevant to the concerns of our customers.","Wild Oats Natural Kettle Cooked Potato Chips, Salt &amp; Vinegar, 5-Ounce Bags (Pack of 15)","http://ecx.images-amazon.com/images/I/515EV6THDKL._SY300_.jpg"
"B000CR3ZF8","Discover how great natural can taste with Wild Oats, the name you can trust. Wild Oats Veggie Chips are made with all-natural ingredients, including sweet potatoes, green beans, carrots, and sea salt. Their light, crispy flavor makes it fun to eat your veggies. Plus, the minimal packaging means less waste in landfills. Reach for Wild Oats Veggie Chips whenever you crave a crunchy snack that's good for you and the environment, too.","Wild Oats Natural Veggie Chips, 6.25-Ounce Bags (Pack of 9)","http://ecx.images-amazon.com/images/I/51NPJQG2JAL._SY300_.jpg"
"B000E5AM3G","Jays Foods has been making snacks at its South Side Chicago location since 1955In 1927, Leonard Japp, Sr. and a friend bought a rickety truck for $50--$5 down and the rest in payments. They used it to pick up their first load of pretzels, for $22.50. By 1929, the pair had a fleet of delivery trucks on the road, shiny new frying vats, and fair reason to believe the best was yet to come. Then the stock market crashed.Japp proved resilient, however, bouncing back by the mid-1930s with a new partner and a second go-round at snacks. The pair&#x92;s business flourished under their house brand, Mrs. Japp&#x92;s Potato Chips, until Pearl Harbor nearly drove them out of business because of the name&#x92;s negative connotation. We had to rename our company fast. The name Jays was available so we made it Jays Foods, Japp, Sr. says.With the potato chips back on the shelves under the Jays name, they became Chicago&#x92;s premier potato chip. Jays bolstered its position in the market by including recipes on its bags of chips created by Japp&#x92;s wife, Eugenia. With his successful business, Japp ventured into other snack territories and began manufacturing popcorn, pretzels, and tortilla chips. Jays Foods remained under family control until a decision to sell the company was made in 1986.At a 90th birthday party for Japp, Sr., the rumor was that Jays was on the selling block. Leonard Japp, Jr. turned to his father and asked Do you want to go back to work? To which the elder replied Yeah, why not. So the Japp family reacquired the company in 1994. Jays Foods was born again with the same commitment for quality snacks that has made them the Midwest&#x92;s premier snack manufacturer.Today, Jays manufactures and distributes a full line of quality snacks including its signature Jays Potato Chips, O-KE-DOKE popcorns, Krunchers! Potato Chips, and a line of Hot Stuff snacks. The company has been located in its 99th Street facility on the South Side of Chicago since 1955. If you're passing by, look for the semi-trucks full of potatoes being loaded onto Jays production line.","Jays Krunchers Kettle Cooked Potato Chips, Regular, 5-Ounce Bags (Pack of 20)","http://ecx.images-amazon.com/images/I/51QW9HQDYJL._SY300_.jpg"
"B000E5AMIQ","Jays Foods has been making snacks at its South Side Chicago location since 1955In 1927, Leonard Japp, Sr. and a friend bought a rickety truck for $50--$5 down and the rest in payments. They used it to pick up their first load of pretzels, for $22.50. By 1929, the pair had a fleet of delivery trucks on the road, shiny new frying vats, and fair reason to believe the best was yet to come. Then the stock market crashed.Japp proved resilient, however, bouncing back by the mid-1930s with a new partner and a second go-round at snacks. The pair&#x92;s business flourished under their house brand, Mrs. Japp&#x92;s Potato Chips, until Pearl Harbor nearly drove them out of business because of the name&#x92;s negative connotation. We had to rename our company fast. The name Jays was available so we made it Jays Foods, Japp, Sr. says.With the potato chips back on the shelves under the Jays name, they became Chicago&#x92;s premier potato chip. Jays bolstered its position in the market by including recipes on its bags of chips created by Japp&#x92;s wife, Eugenia. With his successful business, Japp ventured into other snack territories and began manufacturing popcorn, pretzels, and tortilla chips. Jays Foods remained under family control until a decision to sell the company was made in 1986.At a 90th birthday party for Japp, Sr., the rumor was that Jays was on the selling block. Leonard Japp, Jr. turned to his father and asked Do you want to go back to work? To which the elder replied Yeah, why not. So the Japp family reacquired the company in 1994. Jays Foods was born again with the same commitment for quality snacks that has made them the Midwest&#x92;s premier snack manufacturer.Today, Jays manufactures and distributes a full line of quality snacks including its signature Jays Potato Chips, O-KE-DOKE popcorns, Krunchers! Potato Chips, and a line of Hot Stuff snacks. The company has been located in its 99th Street facility on the South Side of Chicago since 1955. If you're passing by, look for the semi-trucks full of potatoes being loaded onto Jays production line.","Jays Potato Chips, Sour Cream 'n Onion, 11-Ounce Bags (Pack of 10)","http://ecx.images-amazon.com/images/I/51SEJA4WGPL._SY300_.jpg"
